3086,《技规》（普速铁路部分）调车指挥人应根据调车作业计划制定具体作业方法，连同注意事项，亲自向司机交递和传达。,对,,
3087,《技规》（普速铁路部分）调车作业变更股道时，必须停车传达。,对,,
3088,《技规》（普速铁路部分）驼峰解散车辆，只变更钩数、辆数、股道、下峰作业或向禁溜线送车时，可不通知司机。,错,,
3089,《技规》（普速铁路部分）调车人员不足2人，不准进行调车作业。,对,,
3090,《技规》（普速铁路部分）推进车辆运行时，前方进路的确认由司机负责。,错,,
3091,《技规》（普速铁路部分）在空线上牵引运行时，不准超过40km/h；推进运行时，不准超过30km/h。,对,,
3092,《技规》（普速铁路部分）接近被连挂的车辆时，不准超过3km/h。,错,,
3093,《技规》（普速铁路部分）电力机车、动车组在有接触网终点的线路上调车时，应控制速度，距接触网终点标应有10m的安全距离。,对,,
3094,《技规》（普速铁路部分）调车作业遇天气不良等非正常情况，限速5km/h。,错,,
3095,《技规》（普速铁路部分）线路两旁堆放货物，距钢轨头部外侧不得小于1.5m。站台上堆放货物，距站台边缘不得小于1m。货物应堆放稳固，防止倒塌。,对,,
3096,《技规》（普速铁路部分）手推调车速度不得超过3km/h。,对,,
3097,《技规》（普速铁路部分）禁止在正线、到发线及超过2.5%坡度的线路上（确需手推调车时，须经铁路局批准）。,错,,
3098,《技规》（普速铁路部分）动车组调车作业后端操作时，速度不得超过15 km/h。,对,,
3099,《技规》（普速铁路部分）在正线、到发线上调车时，要经过车站值班员的准许。,对,,
3100,《技规》（普速铁路部分）接发旅客列车时，禁止本务机车在停留线路内摘挂、列车拉道口。,错,,
3101,《技规》（普速铁路部分）单线半自动闭塞区间和双线反方向出站调车时，须有调度命令。,错,,
3102,《技规》（普速铁路部分）跟踪出站调车，只准许在单线区间及多线正方向线路上办理，并须经列车调度员口头准许。,错,,
3103,《技规》（普速铁路部分）跟踪出站调车，最远不得越出站界500m。,对,,
3104,《技规》（普速铁路部分）机车出入段时司机按固定信号或信号机显示的允许运行的信号行车。,错,,
3105,《技规》（普速铁路部分）安全线及避难线上，禁止停留机车车辆；在超过6‰坡度的线路上，不得无动力停留机车车辆。,对,,
3106,《技规》（普速铁路部分）中间站停留车辆，无论停留的线路是否有坡道，均应连挂在一起，拧紧两端车辆的人力制动机，并以铁鞋（止轮器）止轮。,错,,
3107,《技规》（普速铁路部分）列车运行是以车站、线路所所划分的区间及自动闭塞区间的通过信号机所划分的闭塞分区作间隔。,对,,
3108,《技规》（普速铁路部分）站间区间的划分在双线或多线上，车站与车站间以进站信号机柱或通过信号机柱的中心线为车站与区间的分界线。,错,,
3109,《技规》（普速铁路部分）所间区间的划分：两线路所间或线路所与车站间，以该线上的通过信号机柱的中心线为所间区间的分界线。,对,,
3110,《技规》（普速铁路部分）闭塞分区的划分自动闭塞区间同方向相邻的两架色灯信号机间，以该线上的通过信号机柱的中心线为闭塞分区的分界线。,对,,
3111,《技规》（普速铁路部分）电话闭塞法是当自动闭塞法不能使用时所采用的代用闭塞法。,错,,
3112,《技规》（普速铁路部分）遇列车调度电话不通时，闭塞法的变更或恢复，应由该区间两端站的车站值班员确认区间空闲后，直接以电话记录办理。,对,,
3113,《技规》（普速铁路部分）自动站间闭塞设备故障，半自动闭塞设备良好时，可根据调度命令改按电话闭塞法行车。,错,,
3114,《技规》（普速铁路部分）无双向闭塞设备的双线区间反方向发车或改按单线行车时应改用电话闭塞法行车。,对,,
3115,《技规》（普速铁路部分）设有双向闭塞设备的自动闭塞区间，遇轨道电路发生故障，车站值班员必须确认区间空闲后，根据列车调度员命令，使用总辅助按钮改变闭塞方向,对,,
3116,《技规》（普速铁路部分）使用自动闭塞法行车时，列车进入闭塞分区的行车凭证为出站或通过信号机显示的允许运行的信号。,对,,
3117,《技规》（普速铁路部分）自动闭塞区段超长列车头部越过发车进路信号机发车应使用路票。,错,,
3118,《技规》（普速铁路部分）装有容许信号的通过信号机，显示停车信号时，准许铁路局规定停车后起动困难的旅客列车，在该信号机前不停车，按上述速度通过。,错,,
3119,《技规》（普速铁路部分）装有连续式机车信号的列车，遇通过信号机灯光熄灭，停车等候2min后限速20km/h运行。,错,,
3120,《技规》（普速铁路部分）使用自动站间闭塞法行车时，列车凭出站信号机或通过信号机显示的允许运行的信号进入闭塞分区。,错,,
3121,《技规》（普速铁路部分）使用半自动闭塞法行车时，列车凭出站信号机或线路所通过信号机显示的允许运行的信号进入区间。,对,,
3122,《技规》（普速铁路部分）自动闭塞区段，遇超长列车头部越过出站信号机而未压上出站方面的轨道电路发车时，行车凭证为出站信号机显示的允许运行的信号，并发给司机调度命令。,错,,
3123,《技规》（普速铁路部分）使用电话闭塞法行车时，列车占用区间的行车凭证为绿色许可证。,错,,
3124,《技规》（普速铁路部分）单线或双线反方向越出站界调车应发出电话记录号码。,对,,
3125,《技规》（普速铁路部分）电话记录号码自每日0时起至24时止，按日循环编号，编号办法由铁路局规定。,对,,
3126,《技规》（普速铁路部分）双线反方向行车使用路票时，应在路票上加盖“××线行车”章。,错,,
3127,《技规》（普速铁路部分）车站行车室内一切电话中断，双线行车按书面联络法，单线行车按时间间隔法。,错,,
3128,《技规》（普速铁路部分）车站行车室内一切电话中断，列车进入区间的行车凭证均为红色许可证（附件3）。,对,,
3129,《技规》（普速铁路部分）双线按时间间隔法行车时，只准反方向发出列车。,错,,
3130,《技规》（普速铁路部分）一切电话中断后，连续发出同一方向的列车时，两列车的间隔时间，应按区间规定的运行时间另加3min，但不得少于13min。,对,,
3131,《技规》（普速铁路部分）一切电话中断时，禁止发出列车无线调度通信设备故障的列车。,对,,
3132,《技规》（普速铁路部分）单线区间的车站，所有电话呼唤5min无人应答时，列车调度员可封锁相邻区间，按封锁区间办法向不应答站发出列车。,错,,
3133,《技规》（普速铁路部分）旅客列车的尾部标志应使用电灯，动车组以外的旅客列车尾部标志灯的摘挂、保管，由车辆部门负责。,对,,
3134,《技规》（普速铁路部分）遇机车信号、列车运行监控装置（轨道车运行控制设备）发生故障时，在自动闭塞区间，列车运行速度不超过20km/h。,对,,
3135,《技规》（普速铁路部分）遇天气恶劣，信号机显示距离不足200m时，司机或车站值班员须立即报告列车调度员，列车调度员应及时发布调度命令，改按天气恶劣难以辨认信号的办法行车。,对,,
3136,《技规》（普速铁路部分）双管供风旅客列车运行途中发生双管供风设备故障或用单管供风机车救援接续牵引，需改为单管供风时，双管改单管作业应在站内进行。,对,,
3137,《技规》（普速铁路部分）动车组一般情况下不得通过半径小于250m的曲线，通过曲线半径为250m曲线时，限速25km/h。,错,,
3138,《技规》（普速铁路部分）动车组回送按规定进行客列检作业。,错,,
3139,《技规》（普速铁路部分）车站应不间断地接发列车，严格按列车运行图行车。,对,,
3140,《技规》（普速铁路部分）进站信号机外制动距离内，进站方向为超过6‰的下坡道，而接车线末端无隔开设备，只准理相对方向同时接车。,错,,
3141,《技规》（普速铁路部分）遇两列车不能同时接发时，原则上应先发后接。,错,,
3142,《技规》（普速铁路部分）动车组列车在车站办理客运业务时，须固定股道、固定站台、固定停车位置。,对,,
3143,《技规》（普速铁路部分）车站值班员应严格按《列车运行图》规定时机开闭信号机。,错,,
3144,《技规》（普速铁路部分）动车组列车遇特殊情况需变更办理客运业务的固定股道时，须经调度所值班主任（值班副主任）准许。,对,,
3145,《技规》（普速铁路部分）到发线上停留车辆时，须经车站值班员准许，在中间站并须取得列车调度员的准许方可占用，该线路的两端道岔应扳向不能进入的位置并加锁（装有轨道电路除外）。,对,,
3146,《技规》（普速铁路部分）当超长列车尾部停在警冲标外方，接入相对方向的列车时，在进站信号机外制动距离内进站方向为超过6‰的下坡道，而接车线末端设有隔开设备，须使列车在站外停车后，再接入站内。,错,,
3147,《技规》（普速铁路部分）在站内无空闲线路的特殊情况下，只准许接入为排除故障、事故救援、疏解车辆等所需要的救援列车、不挂车的单机及重型轨道车。,对,,
3148,《技规》（普速铁路部分）进站、接车进路信号机不能使用时，应使用引导手信号接车。,错,,
3149,《技规》（普速铁路部分）引导接车时，列车以不超过20km/h速度进站，并做好随时停车的准备。,对,,
3150,《技规》（普速铁路部分）在无联锁的线路上接发列车时，车站值班员除严格按接发列车手续办理外，并应将进路上所有的有关对向道岔及邻线上防护道岔加锁。,错,,
3151,《技规》（普速铁路部分）遇有超长、超限列车、制动力部分切除的动车组列车、单机挂车和货物列车列尾装置灯光熄灭等情况，应通知接车站。,对,,
3152,《技规》（普速铁路部分）动车组列车由列车长确认旅客上下完毕后，通知司机关闭车门。,对,,
3153,《技规》（普速铁路部分）进站信号机及线路所通过信号机发生不能关闭的故障时，应将灯光熄灭或遮住，夜间应在信号机柱距钢轨顶面不低于1.5m处，加挂信号灯，向区间方面显示红色灯光。,错,,
3154,《技规》（普速铁路部分）车站值班员（列车调度员）接到司机通知后，应将区间内列车运行情况通知司机，并立即使用列车无线调度通信设备转告区间内有关列车。在原因消除前不得向邻线放行列车。,错,,
3155,《技规》（普速铁路部分）遗留车辆停留在超过6‰坡度的线路上时不准分部运行。,对,,
3156,《技规》（普速铁路部分）列车退行速度，不得超过15km/h。,对,,
3157,《技规》（普速铁路部分）在降雾、暴风雨雪及其他不良条件下，难以辨认信号时列车不准退行。,对,,
3158,《技规》（普速铁路部分）动车组列车在区间被迫停车后须返回后方站时，运行速度不得超过40km/h，按进站信号机显示进站。,对,,
3159,《技规》（普速铁路部分）当列车调度电话不通时，应由接到救援请求的车站值班员根据救援请求办理，救援列车以车站值班员的命令，作为进入封锁区间的许可。,对,,
3160,《技规》（普速铁路部分）救援列车进入封锁区间后，以在瞭望距离内能够随时停车的速度运行，最高不得超过15km/h。,错,,
3161,《技规》（普速铁路部分）封锁区间施工时，车站值班员根据工务登记，在信号控制台或规定位置上揭挂或摘下封锁区间表示牌。,错,,
3162,《技规》（普速铁路部分）施工特定行车办法：引导接车并正线通过时，准许列车司机凭特定引导手信号的显示，以不超过45km/h速度进站。,错,,
3163,《技规》（普速铁路部分）向施工封锁区间开行路用列车，原则上两端只准进入一列，如超过时，其安全措施及运行办法由铁路局规定。,错,,
3164,《技规》（普速铁路部分）线路状态未恢复到准许放行列车的条件，经调度同意允许撤除防护、放行列车。,错,,
3165,《技规》（普速铁路部分）驻站联络员应与现场防护人员保持联系，如联系中断，现场防护员应加强瞭望继续作业。,错,,
3166,《技规》（普速铁路部分）轻型轨道车过岔速度不得超过15km/h，区间运行最高速度不得超过45km/h。,对,,
3167,《技规》（普速铁路部分）在车站内使用装载较重的单轨小车时，须与车站值班员办理承认手续。,对,,
3168,《技规》（普速铁路部分）正在检修中的设备需要使用时，须经车站值班员同意。,错,,
3169,《技规》（普速铁路部分）对处于闭塞状态的闭塞设备和办理进路后处于锁闭状态的信号、联锁设备，严禁进行检修作业。,对,,
3170,《技规》（普速铁路部分）视觉信号蓝色——按规定速度运行。,错,,
3171,《技规》（普速铁路部分）注意或减速信号显示距离不足800m时应使用夜间信号。 ,错,,
3172,《技规》（普速铁路部分）遮断、遮断预告、复示信号机以无显示为定位。,对,,
3173,《技规》（普速铁路部分）接近信号机、进站预告信号机、非自动闭塞区段通过信号机的预告信号机及通过臂板，以显示注意信号为定位。,对,,
3174,《技规》（普速铁路部分）引导信号应在列车头部越过信号机后及时关闭。,对,,
3175,《行规》（普速铁路部分）集中联锁的道岔所使用的手摇把，应存放在指定地点，并实行统一编号、统一装箱、车务加锁、电务加封、车站保管的制度。,错,,
3176,《行规》（普速铁路部分）集中联锁失效道岔需现场操纵道岔加锁时，车务确认进路正确后，对进路上无联锁的道岔及邻线上无联锁的防护道岔以勾锁器加锁，加锁完毕通知工务以紧固器紧固（非设备维护单位在营业线施工时由施工单位负责紧固）。,对,,
3177,《行规》（普速铁路部分）在 4、5、6、10月份防火季节，装有未经化学防火剂处理的腐朽木材的车辆，挂于局管内摘挂列车或牵引定数不足隔离条件的区段时，应挂于列车后部与牵引机车隔离不少于 1辆。,错,,
3178,《行规》（普速铁路部分）气体类6辆重（空）罐车（含带押运间车辆）以内编为1组。,对,,
3179,《行规》（普速铁路部分）使用货车列尾装置的区段，货物列车尾部不得编挂客车。,对,,
3180,《行规》（普速铁路部分）有动力附挂回送机车，除受桥梁限制必须进行隔离的区段外，应挂于列车前部或后部，回送时不得超过机车最高允许运行速度。,错,,
3181,《行规》（普速铁路部分）如因货物原因关门车超过6％时，有列检作业的列车，由车号人员计算闸瓦压力，并填发制动效能证明书交给司机。,错,,
3182,《行规》（普速铁路部分）如因货物原因关门车超过6％时，无列检作业的列车中间站甩挂车辆时，由车站值班员将关门车数及车种通知司机，司机计算闸瓦压力。,对,,
3183,《行规》（普速铁路部分）每百吨列车重量的实际闸瓦压力为：全列车总闸瓦压力（kN）／列车重量（t）×100。,对,,
3184,《行规》（普速铁路部分）列车技术作业的技检时间不包括摘、挂机车时间。,对,,
3185,《行规》（普速铁路部分）凡发生事故、故障的车辆，车辆人员检查处理后，确认可以正常运行的，在中间站应与车站值班员在《安全协议》上办理签认，车站根据车辆人员“车辆可以正常运行”的签认组织挂运。,错,,
3186,《行规》（普速铁路部分）回送车辆应插检修车回送单（车统 20），挂运时由车站将车统26交司机转送到达站。,错,,
3187,《行规》（普速铁路部分）回送的车辆原则上挂于最后一辆。,错,,
3188,《行规》（普速铁路部分）货物列车遇加挂的车辆因软管故障等情况，不能安装列尾装置时，凭列车调度员的命令开车。,对,,
3189,《行规》（普速铁路部分）使用专用调车机、区域调度机进行调车作业时，车站值班员根据班计划和列车预确报，及时填写调车作业通知单。,错,,
3190,《行规》（普速铁路部分）中间站利用本务机车调车时，调车作业计划由车站值班员根据列车调度员布置的计划及预确报进行编制。,对,,
3191,《行规》（普速铁路部分）中间站利用本务机车调车时，一批作业计划不超过三钩时，可不填写调车作业示意图。,错,,
3192,《行规》（普速铁路部分）自轮运转特种设备由基地成组出入车站，一批作业不超过三钩时，可不使用调车作业通知单。,对,,
3193,《行规》（普速铁路部分）中间站利用本务机车调车一批作业不超过三钩（包括变更）可用口头方式或停轮用电台布置，有关人员必须复诵。,错,,
3194,《行规》（普速铁路部分）货物线、专用线取送作业，经过无人看管的加锁道岔可省略“要道还道”制度。,对,,
3195,《行规》（普速铁路部分）机车车列压道岔牵出或推进运行时（压着进路上的全部道岔时除外），可不执行“要道还道”制度。,错,,
3196,《行规》（普速铁路部分）调车信号机故障时应置于关闭状态或灭灯，车站值班员应通知调车长口头转告司机，应停止作业。,错,,
3197,《行规》（普速铁路部分）集中联锁车站线路因装卸作业等特殊情况准许压轨道绝缘停放车辆。,对,,
3198,《行规》（普速铁路部分）推进连挂有越出警冲标、妨碍邻线调车作业的可能时，如被连挂车辆距前方警冲标不足50 m时，必须与有关人员联系、开通前方进路后才能连挂。,错,,
3199,《行规》（普速铁路部分）正线、到发线、调车线禁止手推调车。,对,,
3200,《行规》（普速铁路部分）货场、货物线及超过2.5‰坡度的线路上原则上不得手推调车，必须手推调车时，车站应制定安全措施，报铁路局批准后纳入《站细》。,对,,
3201,《行规》（普速铁路部分）在同一空线两端禁止相对方向同时溜放、同时推进（含单机运行）或一端溜放一端推进（含单机运行）。,对,,
3202,《行规》（普速铁路部分）同一线路同方向原则上不准连续放行调车车列（包括单机）。,对,,
3203,《行规》（普速铁路部分）.调动旅客列车车底须连结全部软管，并进行全部制动试验。,错,,
3204,《行规》（普速铁路部分）旅客列车到达终到站后，车站值班员立即通知调车指挥人开始作业。,错,,
3205,《行规》（普速铁路部分）调动装有超限及跨装货物车辆时，调车领导人应根据运行限制电报（或调度命令）、车站设备情况制定调车作业计划。,对,,
3206,《行规》（普速铁路部分）对中间挂有游车的跨装货物车辆，通过12号及其以下道岔侧向推送作业时，应匀速推进，速度不得超过5km/h。,错,,
3207,《行规》（普速铁路部分）北京铁路局禁止办理跟踪出站调车作业。,对,,
3208,《行规》（普速铁路部分）编组站、区段站到发线的到达列车，停留时间超过2h或到发线坡度超过1.5‰时，车站作业人员须拧紧两端车辆的人力制动机或以铁鞋（止轮器）牢靠固定。,对,,
3209,《行规》（普速铁路部分）尽头式车站正线禁止停留车辆。,错,,
3210,《行规》（普速铁路部分）编组站、区段站调车线（驼峰下的调车线除外）停留车辆时，线路坡度不超过2.5‰时，车站作业人员拧紧线路两端车辆的人力制动机，并以铁鞋（止轮器）牢靠固定。,错,,
3211,《行规》（普速铁路部分）编组站、区段站在到发线、调车线以外的线路上停留车辆，不进行调车作业时，应连挂在一起，线路坡度不超过2.5‰时，车站作业人员拧紧两端车辆的人力制动机或以铁鞋（止轮器）牢靠固定。,对,,
